Filename,Target,Jupiter Host,Facility
ADP_2019_10_29T01_08_36.657,HD216435,Y,HARPS
ADP_2017_02_15T01_01_59.812,HD90156,N,HARPS
ADP_2015_10_31T02_00_45.867,HD65907A,N,HARPS
ADP_2014_09_18T12_11_30.767,HD211038,N,HARPS
ADP_2014_09_24T09_42_36.767,HD142022A,Y,HARPS
ADP_2014_10_02T10_02_45.667,HD27894,Y,HARPS
ADP_2014_09_25T15_36_02.610,HD218249,N,HARPS
ADP_2014_09_17T11_21_20.043,HD90812,N,HARPS
ADP_2014_09_17T11_24_23.533,HD38973,N,HARPS
ADP_2014_09_26T16_53_18.953,HD8406,N,HARPS
ADP_2014_09_18T12_11_21.110,HD183658,N,HARPS
ADP_2014_10_02T10_03_21.840,HD122862,N,HARPS
ADP_2014_09_17T11_20_45.337,HD222595,N,HARPS
ADP_2014_09_25T15_34_17.883,HD93385,N,HARPS
ADP_2016_02_04T01_02_52.977,HD45364,Y,HARPS
ADP_2014_09_17T11_22_36.213,HD19994,Y,HARPS
ADP_2014_09_24T09_43_44.473,HD168871,N,HARPS
ADP_2014_09_16T11_03_43.790,HD148303,N,HARPS
ADP_2014_09_23T11_02_06.727,HD144628,N,HARPS
ADP_2014_09_18T12_13_19.640,HD73524,N,HARPS
ADP_2014_09_16T11_07_00.147,HR506,N,HARPS
ADP_2014_09_23T11_05_47.263,HD51608,N,HARPS
ADP_2016_06_29T01_02_50.333,HD177565,N,HARPS
ADP_2014_09_18T12_13_56.153,HD171990,N,HARPS
ADP_2014_12_29T22_55_28.460,HD114853,N,HARPS
ADP_2014_10_07T08_34_51.733,HD157347,N,HARPS
ADP_2016_09_21T07_07_18.604,HD69830,Y,FEROS
ADP_2014_09_25T15_37_09.510,HD93385,N,HARPS
ADP_2017_10_25T01_01_45.307,HIP108158,N,HARPS
ADP_2014_09_26T16_55_11.073,HD157347,N,HARPS
ADP_2014_09_26T16_51_04.803,HIP54582,N,HARPS
ADP_2014_09_24T09_44_38.153,HD73121,N,HARPS
ADP_2014_10_01T10_23_03.977,HD160691,Y,HARPS
ADP_2014_09_24T09_44_38.503,HD73524,N,HARPS
ADP_2016_09_26T07_15_37.083,HD10700,N,FEROS
ADP_2014_09_23T11_03_25.703,HD181433,Y,HARPS
ADP_2014_09_17T11_20_58.967,HD154962,N,HARPS
ADP_2014_09_17T11_23_25.777,HD114747,N,HARPS
ADP_2014_09_18T12_15_25.497,HD19467,N,HARPS
ADP_2014_09_26T16_53_48.360,HD3569,N,HARPS
ADP_2014_09_18T12_14_10.200,HD134606,N,HARPS
ADP_2014_09_24T09_43_51.363,HD88218,N,HARPS
ADP_2014_09_23T11_05_53.573,HD31527,N,HARPS
ADP_2014_09_25T15_34_54.837,HD31527,N,HARPS
ADP_2014_09_24T09_41_50.160,HD38382,N,HARPS
ADP_2014_09_25T15_37_17.133,HD40397,N,HARPS
ADP_2016_12_12T01_02_43.551,HD71835,N,HARPS
ADP_2014_09_23T11_00_59.913,HD220507,N,HARPS
ADP_2017_11_05T01_02_00.175,HD196800,N,HARPS
ADP_2014_10_06T10_03_49.977,HD1461,N,HARPS
ADP_2014_10_02T10_02_56.330,HD212301,Y,HARPS
ADP_2014_09_23T11_04_14.493,HD134060,N,HARPS
ADP_2014_09_16T11_05_31.203,HD157338,N,HARPS
ADP_2014_10_02T10_01_50.193,HD122862,N,HARPS
ADP_2014_09_17T11_19_53.477,HD38973,N,HARPS
ADP_2014_09_25T15_36_02.217,HD88218,N,HARPS
ADP_2016_02_15T01_02_33.997,HD40397,N,HARPS
ADP_2015_07_17T23_55_27.893,HD221356,N,HARPS
ADP_2014_10_06T10_07_36.690,HIP41317,N,HARPS
ADP_2014_09_26T16_51_45.040,HD28701,N,HARPS
ADP_2018_09_06T10_12_42.115,HD5133,N,FEROS
ADP_2014_09_26T16_55_09.093,HD168871,N,HARPS
ADP_2015_05_04T08_01_28.313,HD102117,Y,HARPS
ADP_2014_09_17T11_22_39.010,HR506,N,HARPS
ADP_2014_09_17T11_23_27.400,HD181433,Y,HARPS
ADP_2014_10_07T08_35_44.417,HD114783,Y,HARPS
ADP_2014_09_26T16_51_37.737,HD168871,N,HARPS
ADP_2014_09_25T15_33_36.060,HD11505,N,HARPS
ADP_2014_09_18T12_16_53.633,HD137388,Y,HARPS
ADP_2014_09_23T11_02_03.247,HD157830,N,HARPS
ADP_2016_09_20T08_08_13.224,HD146233,N,FEROS
ADP_2014_10_02T10_00_49.547,HD20619,N,HARPS
ADP_2014_09_26T16_55_07.947,HD65277,N,HARPS
ADP_2016_11_06T01_02_06.042,HD78429,N,HARPS
ADP_2016_07_01T01_03_27.687,HD215152,N,HARPS
ADP_2014_10_06T10_06_19.810,HIP54287,N,HARPS
ADP_2016_09_20T12_22_52.024,eps-Indi,Y,FEROS
ADP_2014_10_07T13_37_19.430,HD192961,N,HARPS
ADP_2014_09_24T09_44_08.917,HD109409,N,HARPS
ADP_2014_09_17T11_21_44.580,HD157830,N,HARPS
ADP_2018_11_17T01_15_21.475,HD70642,Y,HARPS
ADP_2014_09_23T11_05_39.067,HD16417,N,HARPS
ADP_2016_09_28T06_54_51.229,tauCeti,N,FEROS
ADP_2014_09_18T12_17_24.987,HD148303,N,HARPS
ADP_2014_09_17T11_22_07.790,HD114613,Y,HARPS
ADP_2016_09_20T08_08_13.176,HD131977,N,FEROS
ADP_2018_01_28T01_03_26.911,HD130322,Y,HARPS
ADP_2016_08_14T01_02_30.435,HD177565,N,HARPS
ADP_2016_09_26T07_15_32.598,HD17925,N,FEROS
ADP_2014_09_26T16_52_40.803,HD97037,N,HARPS
ADP_2016_09_20T12_22_52.726,eps-Indi,Y,FEROS
ADP_2014_09_16T11_03_37.633,HD88742,N,HARPS
ADP_2014_10_06T10_05_00.750,HIP14501,N,HARPS
ADP_2014_09_25T15_37_06.857,HD214385,N,HARPS
ADP_2014_09_24T09_43_01.993,HD154088,N,HARPS
ADP_2014_09_17T11_21_10.190,HD23456,N,HARPS
ADP_2014_10_01T10_19_14.343,HD80883,N,HARPS
ADP_2014_09_24T09_42_14.160,HD330075,Y,HARPS
ADP_2014_09_18T12_12_46.557,HD212301,Y,HARPS
ADP_2018_03_19T01_02_46.619,HD168746,Y,HARPS
ADP_2014_10_02T10_03_41.123,HD78429,N,HARPS
ADP_2014_09_26T16_54_58.187,HD36108,N,HARPS
ADP_2019_02_17T01_07_42.919,HD107148,Y,HARPS
ADP_2016_01_03T01_02_29.353,HD31822,N,HARPS
ADP_2014_09_25T15_36_58.003,HD13808,N,HARPS
ADP_2014_09_16T11_07_19.830,HD85390,N,HARPS
ADP_2014_10_01T10_23_31.907,HD114853,N,HARPS
ADP_2014_09_24T09_44_32.923,HD161098,N,HARPS
ADP_2014_09_18T12_14_25.467,HD16714,N,HARPS
ADP_2018_02_27T01_03_13.347,HD63765,Y,HARPS
ADP_2018_12_02T01_02_30.631,HD52265,Y,HARPS
ADP_2014_09_23T11_05_51.043,HD199960,N,HARPS
ADP_2014_09_26T16_53_17.947,HD36108,N,HARPS
ADP_2014_09_26T16_53_32.097,HD154088,N,HARPS
ADP_2014_09_16T11_05_52.817,HD123265,N,HARPS
ADP_2014_09_23T11_06_02.633,HD137388,Y,HARPS
ADP_2014_09_16T11_03_58.647,HD114747,N,HARPS
ADP_2016_12_31T01_02_05.223,HD22879,N,HARPS
ADP_2014_09_24T09_44_34.267,HD161098,N,HARPS
ADP_2016_12_26T01_01_22.107,HD30306,N,HARPS
ADP_2016_09_20T06_47_08.895,HD53705,N,FEROS
ADP_2014_10_01T10_19_59.377,HD75289,Y,HARPS
ADP_2014_10_02T10_03_27.390,HD40307,N,HARPS
ADP_2014_10_02T10_03_50.703,HD330075,Y,HARPS
ADP_2014_09_25T15_35_20.620,HD1320,N,HARPS
ADP_2014_10_02T09_59_35.667,HD185615,N,HARPS
ADP_2014_09_23T11_03_31.087,HD95456,N,HARPS
ADP_2019_03_08T01_10_21.396,HD117618,Y,HARPS
ADP_2016_09_20T09_32_34.805,eps-Indi,Y,FEROS
ADP_2014_09_25T15_36_00.377,HD74014,N,HARPS
ADP_2014_09_23T11_01_41.450,HD115674,N,HARPS
ADP_2014_09_18T12_14_59.390,HD154088,N,HARPS
ADP_2014_09_18T12_09_47.597,HD161098,N,HARPS
ADP_2014_09_18T12_10_50.763,HD31822,N,HARPS
ADP_2015_11_02T02_01_10.357,HD65907A,N,HARPS
ADP_2016_02_16T01_02_54.220,HD97343,N,HARPS
ADP_2014_09_17T11_20_41.417,HD185615,N,HARPS
ADP_2016_09_27T07_02_50.049,HD10700,N,FEROS
ADP_2014_10_01T10_20_25.123,HD18719,N,HARPS
ADP_2014_10_01T10_22_44.550,HD330075,Y,HARPS
ADP_2014_09_18T12_10_31.810,HD144585,N,HARPS
ADP_2014_09_24T09_43_24.297,HD31527,N,HARPS
ADP_2014_09_18T12_12_14.793,HD20003,N,HARPS
ADP_2015_08_30T23_55_44.903,HD192961,N,HARPS
ADP_2019_08_22T01_02_33.027,HD15337,N,HARPS
ADP_2014_09_17T11_21_59.493,HD157830,N,HARPS
ADP_2019_05_18T01_11_12.009,HIP80337,Y,HARPS
ADP_2014_09_26T16_54_34.457,HD214385,N,HARPS
ADP_2014_09_23T11_03_23.180,HD199960,N,HARPS
ADP_2014_10_01T10_20_31.633,HD108147,Y,HARPS
ADP_2016_09_20T08_08_13.208,HD145417,N,FEROS
ADP_2014_09_17T11_21_52.173,HD140901,N,HARPS
ADP_2014_09_17T11_19_45.657,HD86171,N,HARPS
ADP_2015_12_02T02_00_53.097,HD65907A,N,HARPS
ADP_2015_07_27T23_55_30.173,HIP14501,N,HARPS
ADP_2014_09_17T11_22_24.400,HD114613,Y,HARPS
ADP_2014_09_23T11_05_30.737,HD9782,N,HARPS
ADP_2014_09_24T09_42_48.220,HD128674,N,HARPS
ADP_2014_09_25T15_33_41.563,HD83529,N,HARPS
ADP_2016_02_07T01_02_01.833,HD38858,N,HARPS
ADP_2014_10_01T10_22_21.197,HD181433,Y,HARPS
ADP_2014_10_02T10_02_51.663,HD59468,N,HARPS
ADP_2016_11_29T01_02_08.791,HD78429,N,HARPS
ADP_2016_09_20T06_47_08.883,HD4391,N,FEROS
ADP_2014_10_02T10_03_50.650,HD88742,N,HARPS
ADP_2014_09_16T11_07_15.513,HD44420,N,HARPS
ADP_2014_10_01T10_21_37.797,HD169830,Y,HARPS
ADP_2014_10_02T10_02_33.333,HD222669,N,HARPS
ADP_2014_09_16T11_03_39.830,HD128674,N,HARPS
ADP_2014_09_16T11_04_57.847,HR506,N,HARPS
ADP_2014_10_01T10_19_36.483,HD224789,N,HARPS
ADP_2014_09_25T15_35_38.117,HD6735,N,HARPS
ADP_2014_09_16T11_06_44.610,HD870,N,HARPS
ADP_2014_09_25T15_33_06.263,HD59711A,N,HARPS
ADP_2014_09_17T11_23_39.760,HD199960,N,HARPS
ADP_2014_09_26T16_53_43.747,HD220367,N,HARPS
ADP_2014_09_16T11_07_29.127,HD44420,N,HARPS
ADP_2014_10_02T10_03_31.470,HD196050,Y,HARPS
ADP_2014_09_17T11_23_45.613,HD222669,N,HARPS
ADP_2014_09_26T16_52_52.800,HD213575,N,HARPS
ADP_2014_09_24T09_42_57.480,HD150433,N,HARPS
ADP_2014_10_02T10_02_44.173,HD121504,Y,HARPS
ADP_2014_10_02T10_02_27.423,HD215152,N,HARPS
ADP_2014_09_24T09_44_36.690,HD52265,Y,HARPS
ADP_2014_09_17T11_21_55.267,HD92588,N,HARPS
ADP_2017_11_11T01_02_48.815,HD40307,N,HARPS
ADP_2014_09_16T11_07_39.750,HD6735,N,HARPS
ADP_2014_10_01T10_22_16.043,HD18386,N,HARPS
ADP_2014_09_16T11_06_54.437,HD137388,Y,HARPS
ADP_2014_09_25T15_35_30.387,HD72579,N,HARPS
ADP_2014_09_18T12_11_05.287,HD165920,N,HARPS
ADP_2014_09_17T11_22_36.383,HD142709,N,HARPS
ADP_2014_09_17T11_23_51.857,HD47186,Y,HARPS
ADP_2014_09_18T12_10_47.257,HD215152,N,HARPS
ADP_2017_12_12T08_22_46.519,HD6434,Y,FEROS
ADP_2014_10_02T10_03_04.450,HD212301,Y,HARPS
ADP_2018_11_10T01_08_51.543,HD40307,N,HARPS
ADP_2014_09_26T16_54_56.280,HD223121,N,HARPS
ADP_2014_09_26T16_52_49.040,HIP54287,N,HARPS
ADP_2014_09_23T11_02_49.777,HD204385,N,HARPS
ADP_2015_11_30T02_00_55.523,HD1388,N,HARPS
ADP_2014_10_06T10_05_54.907,HD21693,N,HARPS
ADP_2014_09_26T16_51_24.827,HD157347,N,HARPS
ADP_2016_06_29T01_02_50.309,HD55,N,HARPS
ADP_2014_09_18T12_13_04.250,HD220507,N,HARPS
ADP_2016_07_16T01_03_14.685,HD215152,N,HARPS
ADP_2016_09_20T09_32_34.901,eps-Indi,Y,FEROS
ADP_2014_10_06T10_03_43.687,HD69655,N,HARPS
ADP_2017_02_15T01_01_59.828,HD125184,N,HARPS
ADP_2016_09_20T08_08_12.926,HD84117,N,FEROS
ADP_2014_09_18T12_09_38.443,HD213941,N,HARPS
ADP_2014_10_01T10_19_40.417,HD121504,Y,HARPS
ADP_2014_10_02T10_00_44.777,HD219249,N,HARPS
ADP_2014_09_18T12_16_49.033,HD144585,N,HARPS
ADP_2014_10_07T08_35_42.847,HD117207,Y,HARPS
ADP_2018_12_02T01_02_30.627,HD63765,Y,HARPS
ADP_2014_10_01T10_19_39.403,HD12345,N,HARPS
ADP_2014_09_17T11_23_39.737,HD330075,Y,HARPS
ADP_2015_01_13T22_55_24.437,HD92719,N,HARPS
ADP_2017_12_12T08_22_46.325,HD192263,Y,FEROS
ADP_2014_09_16T11_07_06.013,HD222595,N,HARPS
ADP_2015_10_05T02_03_14.463,HD15337,N,HARPS
ADP_2014_09_18T12_15_39.087,HD137388,Y,HARPS
ADP_2014_10_01T10_21_43.423,HD27894,Y,HARPS
ADP_2014_09_26T16_54_44.387,HD93385,N,HARPS
ADP_2015_05_05T14_37_07.720,HD157347,N,HARPS
ADP_2014_10_02T10_00_54.803,HD114783,Y,HARPS
ADP_2020_12_04T01_12_17.288,tau01 Gru,Y,HARPS
ADP_2014_10_02T10_01_36.033,HD65562,N,HARPS
ADP_2014_09_18T12_15_02.477,HD44420,N,HARPS
ADP_2016_04_30T01_02_21.583,HIP108468,N,HARPS
ADP_2014_09_17T11_23_29.843,HD193193,N,HARPS
ADP_2014_09_16T11_03_46.767,HD203432,N,HARPS
ADP_2014_09_26T16_53_36.257,HD74014,N,HARPS
ADP_2014_09_26T16_51_38.650,HD38973,N,HARPS
ADP_2014_09_17T11_24_47.843,HD30278,N,HARPS
ADP_2014_09_23T11_03_44.647,HD223121,N,HARPS
ADP_2019_08_10T01_21_08.952,HD205536,N,HARPS
ADP_2014_10_01T10_20_38.303,HD202206,N,HARPS
ADP_2014_09_16T11_06_37.147,HD63765,Y,HARPS
ADP_2014_09_25T15_36_35.623,HD32724,N,HARPS
ADP_2014_09_17T11_21_17.070,HD223171,N,HARPS
ADP_2014_09_24T09_42_38.207,HD176986,N,HARPS
ADP_2014_09_23T11_03_55.933,HD7449,Y,HARPS
ADP_2014_09_26T16_53_55.707,HD221146,N,HARPS
ADP_2014_09_25T15_34_03.327,HD1320,N,HARPS
ADP_2014_09_26T16_51_46.950,HD134060,N,HARPS
ADP_2017_12_12T08_22_46.581,HD20794,N,FEROS
ADP_2014_09_23T11_03_03.517,HD19467,N,HARPS
ADP_2014_09_24T09_42_56.623,HD73524,N,HARPS
ADP_2014_10_02T10_03_35.537,HD104263,N,HARPS
ADP_2014_10_01T10_22_30.390,HD215456,N,HARPS
ADP_2014_09_26T16_51_02.023,HD204385,N,HARPS
ADP_2015_07_19T23_55_45.830,HD123265,N,HARPS
ADP_2014_09_16T11_08_05.143,HD209742,N,HARPS
ADP_2019_11_10T01_17_16.261,HD216435,Y,HARPS
ADP_2014_09_25T15_35_36.363,HD207970,N,HARPS
ADP_2016_08_14T01_02_30.511,HD15337,N,HARPS
ADP_2014_10_02T10_00_14.430,HD12387,N,HARPS
ADP_2016_09_26T07_15_32.900,HD5133,N,FEROS
ADP_2019_05_24T01_50_45.065,HD70642,Y,HARPS
ADP_2014_09_25T15_34_13.383,HD59711A,N,HARPS
ADP_2018_03_19T01_02_46.697,HD107148,Y,HARPS
ADP_2015_12_12T02_00_46.383,HD35854,N,HARPS
ADP_2019_05_22T01_08_23.845,HIP80337,Y,HARPS
ADP_2015_12_09T10_14_36.470,HD35854,N,HARPS
ADP_2014_10_01T10_20_39.883,HD92788,Y,HARPS
ADP_2014_09_26T16_53_19.733,HD213575,N,HARPS
ADP_2014_09_18T12_14_58.467,HD145598,N,HARPS
ADP_2014_10_06T10_07_47.320,HIP54287,N,HARPS
ADP_2016_05_02T01_01_55.353,HD117618,Y,HARPS
ADP_2018_10_20T01_22_34.685,HD70642,Y,HARPS
ADP_2014_09_16T11_05_38.877,HD70889,N,HARPS
ADP_2018_09_06T10_12_42.271,HD23356,N,FEROS
ADP_2014_09_23T11_04_25.433,HD207700,N,HARPS
ADP_2014_09_17T11_22_04.193,HD30306,N,HARPS
ADP_2014_09_18T12_13_37.410,HD221356,N,HARPS
ADP_2014_09_24T09_42_47.280,HD20003,N,HARPS
ADP_2014_09_18T12_12_21.443,HD16714,N,HARPS
ADP_2014_09_17T11_21_18.273,HD101930,Y,HARPS
ADP_2014_09_26T16_53_55.300,HD145809,N,HARPS
ADP_2014_09_17T11_22_54.923,HD88742,N,HARPS
ADP_2014_09_18T12_12_37.423,HD221356,N,HARPS
ADP_2014_10_07T13_37_24.730,HD16417,N,HARPS
ADP_2014_09_26T16_55_12.060,HD123265,N,HARPS
ADP_2014_10_02T10_03_46.217,HD212301,Y,HARPS
ADP_2014_09_25T15_36_23.497,HD93385,N,HARPS
ADP_2014_09_17T11_19_58.420,HD123265,N,HARPS
ADP_2014_09_26T16_54_42.733,HD134060,N,HARPS
ADP_2016_02_15T01_02_33.870,HD125455,N,HARPS
ADP_2014_10_06T10_06_23.687,HIP41317,N,HARPS
ADP_2014_09_24T09_41_23.877,HD93083,Y,HARPS
ADP_2014_09_16T11_06_05.320,HD111031,N,HARPS
ADP_2014_09_25T15_35_52.970,HD34449,N,HARPS
ADP_2014_09_24T09_41_14.673,HD109409,N,HARPS
ADP_2014_10_06T10_06_26.563,HD6735,N,HARPS
ADP_2014_09_24T09_42_59.973,HD45184,N,HARPS
ADP_2014_09_24T09_42_38.483,HD138549,N,HARPS
ADP_2014_09_25T15_36_15.390,HD10002,N,HARPS
ADP_2016_09_27T07_02_43.713,HD72673,N,FEROS
ADP_2016_09_20T07_44_59.371,tauCeti,N,FEROS
ADP_2014_10_01T10_23_23.420,HD85119,N,HARPS
ADP_2014_09_17T11_21_14.757,HD114613,Y,HARPS
ADP_2019_06_11T01_09_25.337,HIP85042,N,HARPS
ADP_2014_09_16T11_05_32.247,HD68607,N,HARPS
ADP_2014_09_25T15_34_53.410,HD21019,N,HARPS
ADP_2014_10_02T10_01_12.613,HD4307,N,HARPS
ADP_2014_10_01T10_23_35.010,HD188559,N,HARPS
ADP_2014_09_26T16_53_36.083,HD73121,N,HARPS
ADP_2014_09_16T11_07_42.813,HD85390,N,HARPS
ADP_2014_09_25T15_35_12.037,HD8406,N,HARPS
ADP_2014_09_18T12_13_09.607,HD4915,N,HARPS
ADP_2014_09_16T11_07_42.110,HD68607,N,HARPS
ADP_2017_03_03T01_01_59.261,HD82943,Y,HARPS
ADP_2014_09_25T15_32_38.933,HD10002,N,HARPS
ADP_2016_09_21T07_07_18.608,HD84117,N,FEROS
ADP_2014_10_01T10_19_59.183,HD66221,N,HARPS
ADP_2014_09_26T16_51_30.317,HD10647,Y,HARPS
ADP_2014_09_18T12_11_41.783,HD20003,N,HARPS
ADP_2014_09_23T11_02_31.240,HD213941,N,HARPS
ADP_2014_09_25T15_36_25.150,HD224393,N,HARPS
ADP_2014_10_01T10_19_51.893,HD83443,Y,HARPS
ADP_2014_09_26T16_54_56.520,HIP54582,N,HARPS
ADP_2014_09_16T11_07_56.600,HD101930,Y,HARPS
ADP_2014_09_17T11_24_23.180,HD157338,N,HARPS
ADP_2014_09_24T09_43_59.110,HD31527,N,HARPS
ADP_2019_02_28T01_12_40.036,HD52265,Y,HARPS
ADP_2014_09_26T16_53_04.163,HD12387,N,HARPS
ADP_2014_10_02T10_00_35.253,HD142022A,Y,HARPS
ADP_2014_09_26T16_52_50.307,HD223121,N,HARPS
ADP_2014_09_16T11_07_04.610,HD63765,Y,HARPS
ADP_2016_09_27T07_02_50.897,HD216803,N,FEROS
ADP_2014_10_01T10_22_05.963,HD215456,N,HARPS
ADP_2015_03_01T23_55_26.777,HD90156,N,HARPS
ADP_2016_02_17T01_02_17.850,HD83443,Y,HARPS
ADP_2014_09_17T11_24_12.090,HD9246,N,HARPS
ADP_2016_02_06T01_02_20.210,HD95456,N,HARPS
ADP_2014_10_01T10_21_58.917,HD169830,Y,HARPS
ADP_2014_09_26T16_55_05.780,HD134606,N,HARPS
ADP_2016_09_27T07_02_44.329,HD10700,N,FEROS
ADP_2014_10_02T10_01_49.597,HD215456,N,HARPS
ADP_2014_09_24T09_41_30.177,HD176986,N,HARPS
ADP_2014_10_06T10_06_15.207,HD148303,N,HARPS
ADP_2014_10_06T10_07_41.960,HD45184,N,HARPS
ADP_2014_09_24T09_41_10.610,HD125455,N,HARPS
ADP_2014_09_23T11_02_13.083,HD7199,Y,HARPS
ADP_2014_09_26T16_53_47.883,HD10647,Y,HARPS
ADP_2014_09_18T12_17_16.693,HD212301,Y,HARPS
ADP_2014_10_01T10_22_00.500,HD221420,Y,HARPS
ADP_2014_09_17T11_22_53.363,HD114747,N,HARPS
ADP_2016_09_27T07_02_49.877,HD10700,N,FEROS
ADP_2014_09_24T09_42_10.070,HD192031,N,HARPS
ADP_2015_06_09T23_55_58.087,HD114853,N,HARPS
ADP_2014_09_25T15_35_51.257,HD28185,Y,HARPS
ADP_2014_10_02T10_00_30.363,HD162396,N,HARPS
ADP_2014_10_06T10_05_29.680,HIP95962,N,HARPS
ADP_2014_09_26T16_54_13.157,HD38973,N,HARPS
ADP_2016_09_28T11_26_18.611,tauCeti,N,FEROS
ADP_2018_07_27T08_55_27.768,HD208487,Y,HARPS
ADP_2014_09_26T16_51_53.610,HIP108468,N,HARPS
ADP_2014_09_17T11_23_46.010,HD95521,N,HARPS
ADP_2014_10_01T10_19_42.490,HD92788,Y,HARPS
ADP_2014_10_02T10_01_12.347,HD111232,Y,HARPS
ADP_2014_09_17T11_24_31.253,HD38973,N,HARPS
ADP_2014_09_23T11_02_03.477,HD45184,N,HARPS
ADP_2014_09_23T11_01_20.980,HD220507,N,HARPS
ADP_2014_09_17T11_21_50.623,HD19994,Y,HARPS
ADP_2014_10_06T10_04_18.170,HD71479,N,HARPS
ADP_2014_10_02T10_02_15.330,HD7199,Y,HARPS
ADP_2014_09_16T11_04_55.897,HD203432,N,HARPS
ADP_2014_10_01T10_21_26.990,HD177565,N,HARPS
ADP_2016_02_07T01_02_01.940,HD38858,N,HARPS
ADP_2014_09_26T16_53_24.653,HD134606,N,HARPS
ADP_2014_09_24T09_44_35.990,HD38973,N,HARPS
ADP_2014_10_01T10_19_17.297,HD185615,N,HARPS
ADP_2014_09_18T12_11_51.770,HD10180,N,HARPS
ADP_2014_09_17T11_20_48.977,HD140901,N,HARPS
ADP_2016_09_28T06_54_52.742,HD1237,Y,FEROS
ADP_2014_09_17T11_20_50.240,HD11505,N,HARPS
ADP_2014_09_26T16_53_34.927,HD38973,N,HARPS
ADP_2014_09_26T16_51_35.677,HIP54582,N,HARPS
ADP_2015_06_10T23_56_11.813,HD144628,N,HARPS
ADP_2014_09_16T11_03_38.040,HD177409,N,HARPS
ADP_2014_09_17T11_21_05.233,HD185615,N,HARPS
ADP_2014_09_23T11_05_38.913,HD361,N,HARPS
ADP_2014_09_25T15_34_06.807,HD3569,N,HARPS
ADP_2014_10_06T10_07_18.507,HD97998,N,HARPS
ADP_2016_01_27T01_03_46.317,HD22879,N,HARPS
ADP_2014_09_17T11_20_34.310,HD23456,N,HARPS
ADP_2015_12_02T02_00_53.473,HD65907A,N,HARPS
ADP_2014_09_23T11_05_44.860,HD95456,N,HARPS
ADP_2014_09_29T13_27_15.787,HD23356,N,HARPS
ADP_2014_09_17T11_23_55.880,HD20619,N,HARPS
ADP_2014_09_17T11_21_51.967,HD89454,N,HARPS
ADP_2020_03_11T01_14_41.454,HD147513,Y,HARPS
ADP_2014_09_18T12_14_36.350,HD148303,N,HARPS
ADP_2016_03_16T01_03_02.840,HD90156,N,HARPS
ADP_2014_09_18T12_11_05.360,HD90812,N,HARPS
ADP_2014_09_23T11_00_54.797,HD199960,N,HARPS
ADP_2014_09_16T11_03_42.163,HD124364,N,HARPS
ADP_2014_09_16T11_07_19.580,HD63765,Y,HARPS
ADP_2014_10_02T09_59_25.677,HD8912,N,HARPS
ADP_2014_10_02T10_02_34.990,HD203432,N,HARPS
ADP_2014_10_02T10_00_06.223,HD221287,Y,HARPS
ADP_2014_09_26T16_54_57.760,HD7199,Y,HARPS
ADP_2014_09_16T11_06_54.303,HD157338,N,HARPS
ADP_2015_06_01T23_55_53.197,HD221356,N,HARPS
ADP_2014_09_24T09_43_44.453,HD65562,N,HARPS
ADP_2014_09_24T09_43_32.490,HD51608,N,HARPS
ADP_2014_09_25T15_32_43.847,HD123265,N,HARPS
ADP_2017_04_23T01_02_23.456,HD85390,N,HARPS
ADP_2014_09_16T11_03_48.250,HD21749,N,HARPS
ADP_2017_09_09T01_03_07.698,HD208487,Y,HARPS
ADP_2014_10_06T10_04_03.273,HD177409,N,HARPS
ADP_2014_10_07T08_35_42.627,HD97343,N,HARPS
ADP_2014_10_06T10_03_47.083,HD95521,N,HARPS
ADP_2016_03_28T01_04_10.917,HD45364,Y,HARPS
ADP_2014_09_16T11_03_58.427,HD196050,Y,HARPS
ADP_2014_10_06T10_06_34.327,HIP85042,N,HARPS
ADP_2016_09_20T12_43_03.961,HD81110,N,FEROS
ADP_2016_09_26T07_15_32.828,HD30495,N,FEROS
ADP_2014_10_07T08_35_30.500,HD20003,N,HARPS
ADP_2014_09_18T12_10_20.553,HD221356,N,HARPS
ADP_2014_09_24T09_42_38.397,HD13060,N,HARPS
ADP_2014_09_18T12_17_33.683,HD93385,N,HARPS
ADP_2016_08_16T01_03_24.717,HD220507,N,HARPS
ADP_2014_09_26T16_52_33.913,HIP36512,N,HARPS
ADP_2014_09_24T09_41_49.323,HD111031,N,HARPS
ADP_2014_09_17T11_20_46.963,HD136894,N,HARPS
ADP_2014_10_01T10_20_49.447,HD221287,Y,HARPS
ADP_2014_09_18T12_16_47.380,HD97998,N,HARPS
ADP_2014_09_16T11_08_11.393,HD361,N,HARPS
ADP_2014_09_18T12_15_28.717,HD148303,N,HARPS
ADP_2014_09_24T09_44_01.477,HD117618,Y,HARPS
ADP_2015_11_30T02_00_55.217,HD65907A,N,HARPS
ADP_2014_10_01T10_22_40.657,HD114783,Y,HARPS
ADP_2018_12_02T01_02_30.685,HD63765,Y,HARPS
ADP_2014_09_18T12_12_34.447,HD44420,N,HARPS
ADP_2014_09_25T15_34_19.823,HD13808,N,HARPS
ADP_2014_10_01T10_20_39.010,HIP22059,N,HARPS
ADP_2016_09_20T12_43_03.873,HD13043,N,FEROS
ADP_2014_09_24T09_41_45.257,HD69655,N,HARPS
ADP_2014_09_16T11_04_11.577,HD88742,N,HARPS
ADP_2016_09_20T08_08_12.984,HD135204,N,FEROS
ADP_2018_01_27T01_03_28.297,HD107148,Y,HARPS
ADP_2014_09_25T15_36_56.963,HD96423,N,HARPS
